autores,year,journal,doi,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node
soto-santiago_&_weil,2012,journal_of_marine_biology,,yellow_band_disease,spatial_patterns,temporal_pattern,orbicella,greater_antilles,prevalence/incidence,,,,,,,,,,,,,,
soto-santiago_&_weil,2014,caribbean_journal_of_science,,yellow_band_disease,spatial_patterns,temporal_pattern,orbicella,greater_antilles,depth,,,,,,,,,,,,,,
spies_&_takabayashi,2013,diseases_of_aquatic_organisms,,growth_anomalies,montipora,gene_expression,hawaii,,,,,,,,,,,,,,,,
squires,1965,science,,growth_anomalies,madrepora,hawaii,sign_description,,,,,,,,,,,,,,,,
stanic_et_al,2011,environmental_microbiology,,black_band_disease,pathogen_metabolites,oscillatoria,diploria,siderastrea,orbicella,geitlerinema,temperature,ph,floridian,eastern_caribbean,,,,,,,,,
stimson,2011,coral_reefs,,growth_anomalies,porites,hawaii,spatial_patterns,uv_radiation,advance_rate,,,,,,,,,,,,,,
sudek_et_al,2012,journal_of_invertebrate_pathology,,white_syndrome,sign_description,zooxanthellae_damage,hawaii,porites,,,,,,,,,,,,,,,
sudek_et_al,2012,coral_reefs,,white_syndrome,coral_fecundity,porites,hawaii,advance_rate,,,,,,,,,,,,,,,
sudek_et_al,2015,diseases_of_aquatic_organisms,,white_syndrome,prevalence/incidence,temporal_pattern,spatial_patterns,coral_mortality,transmission,hawaii,porites,sedimentation/turbidity,,,,,,,,,,,
sukumaran_et_añ,2011,indian_journal_of_fisheries,,multiple_diseases,multiple_genera,prevalence/incidence,south_india_and_sri_lanka,,,,,,,,,,,,,,,,
sunawaga_et_al,2009,the_isme_journal,,white_plague,orbicella,bacterial_assemblage,southwestern_caribbean,greater_antilles,,,,,,,,,,,,,,,
sussman_et_al,2003,environmental_microbiology,,oculina,vibrio,hermodice_carunculata,bacterial_bleaching,levantine_sea,transmission,season_effect,,,,,,,,,,,,,
sussman_et_al,2006,diseases_of_aquatic_organisms,,red_band_disease,black_band_disease,cyanobacterial_assemblage,west_caroline_islands,multiple_genera,,,,,,,,,,,,,,,
sussman_et_al,2008,plos_one,,white_syndrome,outbreak,central_southern_great_barrier_reef,marshall_islands,west_caroline_islands,pathogen_characterization,transmission,,,,,,,,,,,,,
sussman_et_al,2009,plos_one,,white_syndrome,zooxanthellae_photosynthetic_performance,vibrio,pathogen_metabolites,west_caroline_islands,montipora,acropora,central_southern_great_barrier_reef,marshall_islands,,,,,,,,,,,
sutherland_et_al,2004,marine_ecology_progress_series,,research_framework,immune_response,multiple_diseases,,,,,,,,,,,,,,,,,
sutherland_et_al,2010,environmental_microbiology,,white_pox,acropora,outbreak,serratia_marcescens,sewage/nutrients,floridian,,,,,,,,,,,,,,
sutherland_et_al,2011,plos_one,,acropora,floridian,siderastrea,snail_predation,serratia_marcescens,transmission,,,,,,,,,,,,,,
sutherland_et_al,2016,philophical_transactions_of_the_royal_society_b_biological_sciences,,white_pox,acropora,temporal_pattern,prevalence/incidence,coral_mortality,floridian,,,,,,,,,,,,,,
sweet_&_bulling,2017,frontiers_in_marine_science,10.3389/fmars.2017.00009,multiple_diseases,multiple_genera,research_framework,microbial_assemblage,,,,,,,,,,,,,,,,
sweet_&_bythell,2012,environmental_microbiology,,bacterial_assemblage,ciliate_assemblage,white_syndrome,brown_band_syndrome,acropora,central_southern_great_barrier_reef,,,,,,,,,,,,,,
sweet_&_bythell,2015,molecular_ecology,,acropora,fiji_islands,white_syndrome,sign_description,bacterial_assemblage,archaeal_assemblage,,,,,,,,,,,,,,
sweet_&_bythell,2016,journal_of_invertebrate_pathology,10.1016/j.jip.2016.12.005,multiple_diseases,viral_assemblage,multiple_genera,koch's_postulates,research_framework,,,,,,,,,,,,,,,
sweet_&_sere,2016,journal_of_sea_research,,multiple_diseases,ciliate_assemblage,baseline,multiple_genera,southern_caribbean,southwestern_caribbean,central_southern_great_barrier_reef,solomon_archipielago,fiji_islands,mascarene_islands,western_and_northern_madagascar,delagoa,maldives,,,,,,,
sweet_et_al,2012,journal_of_the_marine_biological_association_of_the_uk,,multiple_diseases,aquaria,reviews,multiple_genera,,,,,,,,,,,,,,,,
sweet_et_al,2013,plosone,,dark_spot_disease,bacterial_assemblage,fungal_assemblage,southern_caribbean,siderastrea,,,,,,,,,,,,,,,
sweet_et_al,2013,plosone,,bacterial_assemblage,ciliate_assemblage,macroalgae,turf_algae,southern_caribbean,yellow_band_disease,white_syndrome,central_southern_great_barrier_reef,,,,,,,,,,,,
sweet_et_al,2014,proceedings_of_the_royal_society_b,,acropora,pathogen_characterization,bacterial_assemblage,ciliate_assemblage,archaeal_assemblage,white_band_disease,southern_caribbean,,,,,,,,,,,,,
sweet_et_al,2013,journal_of_zoo_and_aquarium_research,,white_syndrome,aquaria,bacterial_assemblage,seriatopora,montipora,,,,,,,,,,,,,,,
sweet_et_al,2013,journal_of_zoo_and_aquarium_research,,white_syndrome,brown_jelly_syndrome,aquaria,ciliate_assemblage,bacterial_assemblage,,,,,,,,,,,,,,,
takabayashi_et_al,2008,proceedings_11_icrs,,growth_anomalies,hawaii,prevalence/incidence,multiple_genera,,,,,,,,,,,,,,,,
tavakoli-kolour_et_al,2015,international_aquatic_research,,growth_anomalies,outbreak,platygyra,porites,persian_gulf,,,,,,,,,,,,,,,
taylor,1983,marine_ecology,,black_band_disease,phormidium,floridian,pathogen_characterization,greater_antilles,bahamian,orbicella,montastraea,diploria,meandrina,,,,,,,,,,
teplitski_et_al,2009,trends_in_ecology_and_evolution,,multiple_diseases,disease_control,research_framework,,,,,,,,,,,,,,,,,
thinesh_et_al,2009,indian_journal_of_marine_sciences,,multiple_diseases,south_india_and_sri_lanka,prevalence/incidence,multiple_genera,baseline,,,,,,,,,,,,,,,
thinesh_et_al,2011,indian_journal_of_geo-marine_sciences,,black_band_disease,south_india_and_sri_lanka,porites,baseline,prevalence/incidence,,,,,,,,,,,,,,,
thinesh_et_al,2014,diseases_of_aquatic_organisms,,black_band_disease,white_band_disease,advance_rate,south_india_and_sri_lanka,acropora,platygyra,montipora,,,,,,,,,,,,,
thinesh_et_al,2013,diseases_of_aquatic_organisms,,multiple_diseases,multiple_genera,south_india_and_sri_lanka,prevalence/incidence,advance_rate,,,,,,,,,,,,,,,
thompson_et_al,2001,systematic_and_applied_microbiology,,bacterial_bleaching,vibrio,pathogen_characterization,levantine_sea,,,,,,,,,,,,,,,,
thompson_et_al,2006,international_journal_of_systematic_and_evolutionary_microbiology,,white_plague,favia,northern_and_central_red_sea,thalassomonas_loyana,pathogen_characterization,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2008,coral_reefs,,multifocal_purple_spots,gorgonia,fungal_assemblage,aspergillus,greater_antilles,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2007,marine_biology,,aspergillosis,gorgonia,sedimentation/turbidity,prevalence/incidence,greater_antilles,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2016,journal_of_experimental_marine_biology_and_ecology,,multifocal_purple_spots,gorgonia,greater_antilles,immune_response,,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2009,marine_ecology_progress_series,,multifocal_purple_spots,gorgonia,colony_growth,population_structure,greater_antilles,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2013,fungal_ecology,,aspergillosis,gorgonia,aspergillus,transmission,fungal_biomass,greater_antilles,,,,,,,,,,,,,,
toren_et_al,1998,applied_and_environmental_microbiology,,bacterial_bleaching,vibrio,oculina,levantine_sea,temperature,pathogen_infection,,,,,,,,,,,,,,
tout_et_al,2015,frontiers_in_microbiology,,vibrio,bacterial_assemblage,temperature,pocillopora,central_southern_great_barrier_reef,,,,,,,,,,,,,,,
troeger_et_al,2014,diseases_of_aquatic_organisms,,aspergillosis,gorgonia,transmission,floridian,,,,,,,,,,,,,,,,
ulstrup_et_al,2007,applied_and_environmental_microbiology,,brown_band_syndrome,zooxanthellae_photosynthetic_performance,central_southern_great_barrier_reef,acropora,,,,,,,,,,,,,,,,
ushijima_et_al,2012,plos_one,,white_syndrome,vibrio,montipora,koch's_postulates,hawaii,pathogen_characterization,,,,,,,,,,,,,,
ushijima_et_al,2014,applied_and_environmental_microbiology,,white_syndrome,montipora,koch's_postulates,hawaii,vibrio,porites,,,,,,,,,,,,,,
ushijima_et_al,2014,genome_announcements,,white_syndrome,acropora,line_islands,pathogen_characterization,vibrio,,,,,,,,,,,,,,,
ushijima_et_al,2016,environmental_microbiology,10.1111/1462-2920.13428,white_syndrome,vibrio,acropora,montipora,line_islands,temperature,pathogen_characterization,transmission,,,,,,,,,,,,
vargas-angel,2009,bulletin_of_marine_science,,spatial_patterns,prevalence/incidence,multiple_diseases,multiple_genera,hawaii,line_islands,phoenix/tokelau/northern_cook_islands,,,,,,,,,,,,,
vega-sequeda_et_al,2008,boletin_de_investigaciones_marinas_&_costeras,,multiple_diseases,multiple_genera,prevalence/incidence,southwestern_caribbean,,,,,,,,,,,,,,,,
vega-thurber_et_al,2014,global_change_biology,,sewage/nutrients,floridian,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,
vega-thurber_et_al,2017,Nature_reviews_microbiology,10.1038/nrmicro.2016.176,reviews,viral_assemblage,multiple_genera,multiple_diseases,,,,,,,,,,,,,,,,
verde_et_al,2016,peerj,,caribbean_ciliate_infection,white_band_disease,orbicella,acropora,advance_rate,southern_caribbean,,,,,,,,,,,,,,
vezzuli_et_al,2010,environmental_microbiology,10.1111/j.1462-2920.2010.02209.x,unnamed_disease,vibrio,paramuricea,western_mediterranean,transmission,season_effect,sewage/nutrients,temperature,,,,,,,,,,,,
vidal-dupiol_et_al,2011,the_journal_of_experimental_biology,,vibrio,pocillopora,lesser_sunda,gene_expression,temperature,,,,,,,,,,,,,,,
viehman_&_richardson,2000,proceedings_9_icrs,,black_band_disease,floridian,multiple_genera,microbial_motility,light,phormidium,beggiatoa,,,,,,,,,,,,,
viehman_et_al,2006,diseases_of_aquatic_organisms,,black_band_disease,desulfovibrio,floridian,diploria,siderastrea,pseudodiploria,pathogen_characterization,eastern_caribbean,,,,,,,,,,,,
vieira_et_al,2016,frontiers_in_microbiology,,bacterial_bleaching,acropora,new_caledonia,macroalgae,,,,,,,,,,,,,,,,
vizcaino_et_al,2010,microbial_ecology,,multifocal_purple_spots,pseudopterogorgia,vibrio,greater_antilles,pathogen_characterization,,,,,,,,,,,,,,,
vollmer_&_kline,2008,plos,,white_band_disease,acropora,southwestern_caribbean,prevalence/incidence,transmission,,,,,,,,,,,,,,,
voss_&_richardson,2006,coral_reefs,,sewage/nutrients,coral_mortality,black_band_disease,bahamian,siderastrea,,,,,,,,,,,,,,,
voss_&_richardson,2006,diseases_of_aquatic_organisms,,prevalence/incidence,multiple_diseases,spatial_patterns,bahamian,temperature,sedimentation/turbidity,population_structure,,,,,,,,,,,,,
voss_et_al,2007,microbial_ecology,,black_band_disease,microbial_assemblage,floridian,eastern_caribbean,multiple_genera,bahamian,,,,,,,,,,,,,,
vu_et_al,2009,plosone,,yellow_band_disease,macroalgae,advance_rate,orbicella,greater_antilles,transmission,,,,,,,,,,,,,,
wada_et_al,2016,marine_biology,,black_band_disease,white_syndrome,sign_description,acropora,montipora,south_kuroshio,,,,,,,,,,,,,,
ward,2007,journal_of_experimental_marine_biology_and_ecology,,aspergillosis,gorgonia,temperature,floridian,immune_response,,,,,,,,,,,,,,,
ward_et_al,2006,diseases_of_aquatic_organisms,,western_caribbean,multiple_diseases,prevalence/incidence,multiple_genera,temporal_pattern,,,,,,,,,,,,,,,
ward_et_al,2007,marine_ecology_progress_series,,aspergillosis,gorgonia,temperature,floridian,aspergillus,transmission,,,,,,,,,,,,,,
weems,2011,bios,,multiple_diseases,porites,orbicella,agaricia,meandrina,siderastrea,prevalence/incidence,eastern_caribbean,,,,,,,,,,,,
weil_&_croquer,2009,diseases_of_aquatic_organisms,,spatial_patterns,prevalence/incidence,multiple_genera,bermuda,southern_caribbean,southwestern_caribbean,greater_antilles,eastern_caribbean,black_band_disease,white_plague,yellow_band_disease,dark_spot_disease,aspergillosis,,,,,,,
weil_et_al,2006,diseases_of_aquatic_organisms,,multiple_diseases,reviews,multiple_genera,,,,,,,,,,,,,,,,,
weil_et_al,2008,proceedings_11_icrs,,yellow_band_disease,vibrio,transmission,orbicella,greater_antilles,,,,,,,,,,,,,,,
weil_et_al,2009,caribbean_journal_of_science,,multiple_diseases,spatial_patterns,season_effect,temporal_pattern,greater_antilles,multiple_genera,,,,,,,,,,,,,,
weil_et_al,2009,diseases_of_aquatic_organisms,,yellow_band_disease,coral_fecundity,orbicella,greater_antilles,,,,,,,,,,,,,,,,
weil_et_al,2012,diseases_of_aquatic_organisms,,multiple_diseases,multiple_genera,prevalence/incidence,south_kuroshio,,,,,,,,,,,,,,,,
weil_et_al,2000,proceedings_9_icrs,,multiple_diseases,multiple_genera,bermuda,greater_antilles,southern_caribbean,southwestern_caribbean,prevalence/incidence,spatial_patterns,,,,,,,,,,,,
weir-brush_et_al,2004,aerobiologia,,aspergillosis,aspergillus,eastern_caribbean,transmission,gorgonia,african_dust,pathogen_characterization,,,,,,,,,,,,,
weynberg_et_al,2015,scientific_reports,,vibrio,pathogen_infection,meta-analysis,line_islands,east_african_coral_coast,hawaii,central_southern_great_barrier_reef,,,,,,,,,,,,,
whelan_et_al,2007,coral_reefs,,coral_mortality,multiple_diseases,porites,colpophyllia,eastern_caribbean,bleaching_association,,,,,,,,,,,,,,
williams_&_miller,2005,marine_ecology_progress_series,,white_band_disease,outbreak,transmission,acropora,floridian,sign_description,prevalence/incidence,spatial_patterns,advance_rate,,,,,,,,,,,
williams_et_al,2008,coral_reefs,,line_islands,growth_anomalies,astreopora,montipora,fungia,acropora,prevalence/incidence,,,,,,,,,,,,,
williams_et_al,2010,plos_one,,hawaii,multiple_diseases,spatial_patterns,prevalence/incidence,temperature,salinity,sedimentation/turbidity,depth,sewage/nutrients,season_effect,multiple_genera,,,,,,,,,
williams_et_al,2011,coral_reefs,,line_islands,outbreak,acropora,white_syndrome,bleaching_association,prevalence/incidence,sign_description,,,,,,,,,,,,,
williams_et_al,2013,diseases_of_aquatic_organisms,,growth_anomalies,acropora,montipora,disease_control,line_islands,mechanical_injury,,,,,,,,,,,,,,
williams_et_al,2011,diseases_of_aquatic_organisms,,baseline,prevalence/incidence,temporal_pattern,spatial_patterns,line_islands,multiple_genera,multiple_diseases,,,,,,,,,,,,,
williams_et_al,2011,journal_of_invertebrate_pathology,,multiple_diseases,sign_description,multiple_genera,line_islands,,,,,,,,,,,,,,,,
wilson_et_al,2012,fems_microbiology_ecology,,white_syndrome,bacterial_assemblage,samoa_islands,acropora,,,,,,,,,,,,,,,,
winkler_et_al,2004,marine_ecology,,skeletal_eroding_band,multiple_genera,depth,northern_and_central_red_sea,prevalence/incidence,tourism_impact,urban_industrial_impact,,,,,,,,,,,,,
work_&_aeby,2006,diseases_of_aquatic_organisms,,research_framework,sign_description,,,,,,,,,,,,,,,,,,
work_&_aeby,2011,journal_of_invertebrate_pathology,,white_syndrome,acropora,samoa_islands,sign_description,,,,,,,,,,,,,,,,
work_&_aeby,2014,marine_ecology_progress_series,10.3354/meps10698,multiple_diseases,multiple_genera,hawaii,samoa_islands,line_islands,mariana_islands,central_southern_great_barrier_reef,cell_associated_microbial_aggregates,,,,,,,,,,,,
work_&_meteyer,2014,ecohealth,,reviews,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,,
work_&_rameyer,2005,coral_reefs,,multiple_diseases,samoa_islands,sign_description,multiple_genera,,,,,,,,,,,,,,,,
work_et_al,2008,coral_reefs,,dark_discoloration,montipora,sign_description,psammocora,samoa_islands,hawaii,pavona,,,,,,,,,,,,,
work_et_al,2008,journal_of_experimental_marine_biology_and_ecology,,research_framework,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,,
work_et_al,2008,diseases_of_aquatic_organisms,,growth_anomalies,acropora,spatial_patterns,prevalence/incidence,samoa_islands,sign_description,hawaii,,,,,,,,,,,,,
work_et_al,2011,plos_one,10.1371/journal.pone.0022869,white_syndrome,montipora,hawaii,invasive_gastrovascular_multicellular_structure,pathogen_characterization,,,,,,,,,,,,,,,
work_et_al,2012,proceedings_of_the_royal_society_b,10.1098/rspb.2012.1827,white_syndrome,montipora,hawaii,sign_description,pathogenesis,,,,,,,,,,,,,,,
work_et_al,2014,journal_of_invertebrate_pathology,,new_caledonia,baseline,multiple_diseases,sign_description,multiple_genera,,,,,,,,,,,,,,,
wright_et_al,2015,bcm_genomics,,white_syndrome,acropora,west_caroline_islands,gene_expression,,,,,,,,,,,,,,,,
yakob_&_mumby,2011,proceedings_of_the_national_academy_of_sciences_of_the_united_states_of_america,,mathematical_model,white_plague,population_structure,,,,,,,,,,,,,,,,,
yakob_&_mumby,2012,the_anziam_journal,,mathematical_model,white_plague,population_structure,,,,,,,,,,,,,,,,,
yamashiro_&_fukuda,2009,coral_reefs,,white_syndrome,turbinaria,central_kuroshio_current,sign_description,,,,,,,,,,,,,,,,
yamashiro_et_al,2000,diseases_of_aquatic_organisms,,growth_anomalies,montipora,south_kuroshio,tissue_chemical_composition,coral_fecundity,temperature,,,,,,,,,,,,,,
yamashiro_et_al,2001,journal_of_experimental_marine_biology_and_ecology,,growth_anomalies,montipora,south_kuroshio,tissue_chemical_composition,,,,,,,,,,,,,,,,
yang_et_al,2014,science_china_earth_sciences,,black_band_disease,microbial_assemblage,south_china_sea_oceanic_islands,echinopora,,,,,,,,,,,,,,,,
yarden_et_al,2007,applied_and_environmental_microbiology,,acropora,brown_band_syndrome,skeletal_eroding_band,fungal_assemblage,central_southern_great_barrier_reef,,,,,,,,,,,,,,,
yasuda_et_al,2012,diseases_of_aquatic_organisms,,growth_anomalies,porites,montipora,sign_description,homeostatic_response,south_kuroshio,,,,,,,,,,,,,,
yasuda_et_al,2012,diseases_of_aquatic_organisms,,growth_anomalies,porites,south_kuroshio,sign_description,,,,,,,,,,,,,,,,
yee_et_al,2011,ecological_modelling,,mathematical_model,transmission,multiple_diseases,floridian,orbicella,,,,,,,,,,,,,,,
yee_et_al,2011,marine_ecology_progress_series,,multiple_diseases,mathematical_model,prevalence/incidence,floridian,multiple_genera,,,,,,,,,,,,,,,
yogesh_kumar_et_al,2014,scholars_academic_journal_of_biosciences,,multiple_diseases,multiple_genera,western_india,prevalence/incidence,baseline,,,,,,,,,,,,,,,
yoshioka_et_al,2016,marine_pollution_bulletin,,growth_anomalies,porites,bacterial_assemblage,macroalgae,hawaii,sewage/nutrients,population_structure,,,,,,,,,,,,,
zhenyu_et_al,2013,plos_one,,south_china_sea_oceanic_islands,porites,white_syndrome,vibrio,pathogen_characterization,transmission,,,,,,,,,,,,,,
zimmer_et_al,2014,plos_one,,black_band_disease,floridian,orbicella,colpophyllia,diploria,quorum_sensing,,,,,,,,,,,,,,
zuluaga_montero_et_al,2012,revista_de_biologia_tropical,,multifocal_purple_spots,gorgonia,greater_antilles,prevalence/incidence,population_structure,coral_mortality,,,,,,,,,,,,,,
zvuloni_et_al,2009,plos_one,,black_band_disease,transmission,spatial_patterns,temporal_pattern,northern_and_central_red_sea,multiple_genera,,,,,,,,,,,,,,
zvuloni_et_al,2015,plos_computational_biology,10.1371/journal.pcbi.1004151,white_plague,mathematical_model,temperature,northern_and_central_red_sea,spatial_patterns,temporal_pattern,climate_change,,,,,,,,,,,,,
Alidoost_Salimi_et_al,2017,diseases_of_aquatic_organisms,10.3354/dao03105,multiple_diseases,baseline,multiple_genera,persian_gulf,prevalence/incidence,,,,,,,,,,,,,,,
Bhedi_et_al,2017,fems_microbiology_ecology,10.1093/femsec/fix005,black_band_disease,quorum_sensing,temperature,montastraea,floridian,,,,,,,,,,,,,,,
Hauff_et_al,2017,plos_one,10.1371/journal.pone.0173350,white_pox,pathogen_elicitor,temperature,bleaching_association,porites,gene_expression,zooxanthellae_assemblage,floridian,,,,,,,,,,,,
Meyer_et_al,2016,frontiers_in_microbiology,10.3389/fmicb.2016.00893,dark_spot_disease,orbicella,microbial_assemblage,western_caribbean,,,,,,,,,,,,,,,,
Zhang_et_al,2017,marine_pollution_bulletin,10.1016/j.marpolbul.2017.03.047,growth_anomalies,porites,gene_expression,southern_china,,,,,,,,,,,,,,,,
Thangaradjou_et_al,2016,indian_journal_of_geo-marine_sciences,,multiple_diseases,multiple_genera,prevalence/incidence,host_range,south_india_and_sri_lanka,maldives,,,,,,,,,,,,,,
diraviya_raj_et_al,2016,current_science,,black_band_disease,outbreak,montipora,south_india_and_sri_lanka,coral_mortality,,,,,,,,,,,,,,,
diraviya_raj_et_al,2016,proceedings_13_icrs,,white_syndrome,outbreak,snail_predation,fish_predation,south_india_and_sri_lanka,montipora,temporal_pattern,,,,,,,,,,,,,
van_woesik_&_randall,2017,ecosphere,10.1002/ecs2.1814,yellow_band_disease,white_band_disease,spatial_patterns,temperature,prevalence/incidence,acropora,orbicella,mathematical_model,northern_gulf_of_mexico,floridian,southern_gulf_of_mexico,western_caribbean,southwestern_caribbean,southern_caribbean,guianan,eastern_caribbean,greater_antilles,bahamian,,
Muller_et_al,2017,plos_one,10.1371/journal.pone.0178869,black_band_disease,temperature,ph,zooxanthellae_photosynthetic_performance,,bacterial_assemblage,orbicella,floridian,,,,,,,,,,,,
Fuess_et_al,2017,proceedings_of_the_royal_society_b,10.1098/rspb.2017.0771,immune_response,pathogen_elicitor,orbicella,pseudodiploria,porites,greater_antilles,,,,,,,,,,,,,,
chen_et_al,2017,peerj,10.7717/peerj.3438,black_band_disease,mathematical_model,temperature,light,season_effect,montipora,central_southern_great_barrier_reef,pathogenesis,,,,,,,,,,,,
buerger_et_al,2016,frontiers_in_microbiology,10.3389/fmicb.2016.02077,black_band_disease,microbial_interactions,roseofilum,geitlerinema,pavona,central_southern_great_barrier_reef,,,,,,,,,,,,,,
botero,1990,northeast_gulf_science,,growth_anomalies,sign_description,multiple_genera,southwestern_caribbean,,,,,,,,,,,,,,,,
guzman_&_cortes,1984,revista_de_biologia_tropical,,black_band_disease,gorgonia,outbreak,southwestern_caribbean,,,,,,,,,,,,,,,,
randall_&_van_woesik,2017,scientific_reports,10.1038/s41598-017-05763-6,prevalence/incidence,multiple_genera,temporal_pattern,enso,white_band_disease,yellow_band_disease,dark_spot_disease,northern_gulf_of_mexico,floridian,southern_gulf_of_mexico,western_caribbean,southwestern_caribbean,southern_caribbean,guianan,eastern_caribbean,greater_antilles,bahamian,,,
gignoux_et_al,2017,fems_microbiology_ecology,10.1093/femsec/fix080,white_band_disease,acropora,southwestern_caribbean,microbial_assemblage,transmission,,,,,,,,,,,,,,,
montano_et_al,2017,proceedings_of_the_royal_society_b,10.1098/rspb.2017.2405,white_syndrome,brown_band_syndrome,black_band_disease,skeletal_eroding_band,maldives,northern_and_central_red_sea,southern_red_sea,hydrozoans,,,,,,,,,,,,
garcia_et_al,2016,molecular_ecology,10.1111/mec.13775,white_plague,black_band_disease,eastern_brazil,mussismilia,homeostatic_response,functional_structure,,,,,,,,,,,,,,
thinesh_et_al,2017,diseases_of_aquatic_organisms,10.3354/dao03155,white_syndrome,acropora,sponges,south_india_and_sri_lanka,,prevalence/incidence,temporal_pattern,,,,,,,,,,,,,
beurmann_et_al,2017,plos_one,10.1371/journal.pone.0188319,white_syndrome,montipora,koch's_postulates,pseudoalteromonas,transmission,hawaii,,,,,,,,,,,,,,
certner_et_al,2017,peerj,10.7717/peerj.3502,white_band_disease,acropora,zooplankton,transmission,southwestern_caribbean,,,,,,,,,,,,,,,
shidqi_et_al,2017,regional_studies_in_marine_science,10.1016/j.rsma.2017.02.004,multiple_diseases,prevalence/incidence,baseline,multiple_genera,sunda_shelf/java_sea,,,,,,,,,,,,,,,
eastwood_et_al,2017,ocean_&_coastal_management,10.1016/j.ocecoaman.2017.01.023,multiple_diseases,multiple_genera,baseline,mpa,greater_antilles,,,,,,,,,,,,,,,
fetterolf_et_al,2017,spectrochimica_acta_part_A,10.1016/j.saa.2017.05.059,aspergillosis,gorgonia,pseudoplexaura,eunicea,tissue_chemical_composition,greater_antilles,immune_response,,,,,,,,,,,,,
leverette_et_al,2008,spectrochimica_acta_part_A,10.1016/j.saa.2007.07.018,multifocal_purple_spots,gorgonia,bahamian,tissue_chemical_composition,immune_response,,,,,,,,,,,,,,,
chimmeto-tonon_et_al,2017,frontiers_in_microbiology,10.3389/fmicb.2017.02272,white_plague,mussismilia,vibrio,eastern_brazil,detection/diagnostic,,,,,,,,,,,,,,,
meyer_et_al,2017,frontiers_in_microbiology,10.3389/fmicb.2017.00618,black_band_disease,roseofilum,functional_structure,montastraea,floridian,western_caribbean,montastraea,orbicella,pseudodiploria,goniopora,mariana_islands,,,,,,,,,
beurmann_et_al,2017,international_journal_of_systematic_and_evolutionary_microbiology,10.1099/ijsem.0.001995,white_syndrome,montipora,pseudoalteromonas,pathogen_characterization,hawaii,,,,,,,,,,,,,,,
burns_et_al,2016,data_in_brief,10.1016/j.dib.2016.09.009,growth_anomalies,montipora,database,hawaii,,,,,,,,,,,,,,,,
toledo-hernandez_et_al,2017,peerj,10.7717/peerj.3677,multifocal_purple_spots,gorgonia,greater_antilles,tissue_chemical_composition,homeostatic_response,immune_response,,,,,,,,,,,,,,
watcher_&_hill,2016,microorganisms,10.3390/microorganisms4010003,vibrio,pathogen_characterization,,,,,,,,,,,,,,,,,,
gleason_et_al,2017,mycology,10.1080/21501203.2017.1371802,reviews,fungal_assemblage,multiple_genera,multiple_diseases,,,,,,,,,,,,,,,,
work_et_al,2016,veterinary_pathology,10.1177/0300985815571669,multiple_diseases,multiple_genera,sign_description,baseline,west_caroline_islands,east_caroline_islands,,,,,,,,,,,,,,
ranith_et_al,2017,environmental_monitoring_and_assessment,10.1007/s10661-017-6175-0,black_band_disease,spatial_patterns,baseline,maldives,multiple_genera,,,,,,,,,,,,,,,
ranith_et_al,2017,marine_biology,10.1111/maec.12436,white_syndrome,black_band_disease,multiple_genera,coral_mortality,maldives,,,,,,,,,,,,,,,
frazier_et_al,2017,bmc_genomics,10.1186/s12864-017-4090-y,growth_anomalies,montipora,hawaii,homeostatic_response,,,,,,,,,,,,,,,,
caldwell_et_al,2017,scientific_reports,10.1038/s41598-017-15084-3,white_syndrome,montipora,hawaii,spatial_patterns,detection/diagnostic,homeostatic_response,,,,,,,,,,,,,,
slattery_Et_al,2013,coral_reefs,10.1007/s00338-013-1035-z,soft_coral_tissue_loss,sinularia,mariana_islands,prevalence/incidence,sign_description,,,,,,,,,,,,,,,
mera_&_bourne,2017,environmental_microbiology,10.1111/1462-2920.13958,reviews,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,,
certner_&_volmer,2017,environmental_microbiology,10.1111/1462-2920.13991,white_band_disease,quorum_sensing,acropora,microbial_assemblage,transmission,southwestern_caribbean,,,,,,,,,,,,,,
kemp_et_al,2017,applied_and_environmental_microbiology,10.1128/AEM.01035-17,white_pox,acropora,vibrio,floridian,,,,,,,,,,,,,,,,
raymundo_et_al,2016,diseases_of_aquatic_organisms,10.3354/dao02982,white_syndrome,porites,snail_predation,mariana_islands,,,,,,,,,,,,,,,,
cardenas_et_al,2017,the_isme_journal,10.1038/ismej.2017.142,microbial_assemblage,pathogen_infection,,,,,,,,,,,,,,,,,,
davy_et_al,2006,diseases_of_aquatic_organisms,10.3354/dao069101,viral_assemblage,pavona,acropora,stylophora,transmission,,,,,,,,,,,,,,,
wright_et_al,2017,scientific_reports,10.1038/s41598-017-02685-1,gene_expression,acropora,transmission,immune_response,vibrio,torres_strait_northern_great_barrier_reef,zooxanthellae_assemblage,microbial_assemblage,,,,,,,,,,,,
johan_et_al,2017,indonesian_aquaculture_journal,,yellow_band_disease,prevalence/incidence,multiple_genera,sunda_shelf/java_sea,,,,,,,,,,,,,,,,
